scheduler,scenario,seed,episode,sensor_pd,effective_pd,sensor_pfa,n_tp,n_fp,n_fn,n_tn,n_blind,poi,poi_periodic,poi_agile,poi_scanning,poi_time,n_bursts,n_caught,mean_tti,median_tti,intercept_rate_per_dwell,intercept_rate_per_s,discovery_ratio,n_predictions,n_dropped_predictions,correct_pred_pct,avg_pred_time_error,total_reward,mean_reward,blind_fraction,switch_rate,n_switches,us_per_decision_mean,us_per_decision_p99,n_dwells,n_emitters,n_bursts_total,scenario_file,seed_split,scenario_split,T,N,tau_switch,blind_pct
round_robin,heldout_mix,106,0,0.6808510638297872,0.3404255319148936,0.0008309098462816784,64,2,30,2405,2499,0.058287795992714025,0.023622047244094488,0.06756756756756757,0.1,0.006830309498399146,1098,64,5.859375,5.0,0.0128,12.8,0.8,0,0,,,-6043.5,-1.2087,0.4998,0.4998,2499,0.6494,1.2,5000,5,1098,C:\Users\Vansh\OneDrive\Desktop\SIH\simulator\scenarios\heldout_mix.json,heldout,heldout,5000,50,1,49.980000000000004
round_robin,heldout_mix,107,0,0.6631578947368421,0.3298429319371728,0.0,63,0,32,2406,2499,0.05675675675675676,0.023529411764705882,0.06537530266343826,0.10344827586206896,0.006707836456558773,1110,63,5.603174603174603,3.0,0.0126,12.6,0.8,0,0,,,-6051.0,-1.2102,0.4998,0.4998,2499,0.7047199999999999,1.4,5000,5,1110,C:\Users\Vansh\OneDrive\Desktop\SIH\simulator\scenarios\heldout_mix.json,heldout,heldout,5000,50,1,49.980000000000004
round_robin,heldout_mix,108,0,0.7395833333333334,0.3697916666666667,0.0029106029106029108,71,7,25,2398,2499,0.06350626118067978,0.027450980392156862,0.07322929171668667,0.1,0.007558820398168849,1118,71,5.28169014084507,3.0,0.0142,14.2,0.8,0,0,,,-6013.5,-1.2027,0.4998,0.4998,2499,0.8099799999999999,1.5,5000,5,1118,C:\Users\Vansh\OneDrive\Desktop\SIH\simulator\scenarios\heldout_mix.json,heldout,heldout,5000,50,1,49.980000000000004
round_robin,heldout_mix,109,0,0.5670103092783505,0.28350515463917525,0.0,55,0,42,2404,2499,0.04946043165467626,0.031496062992125984,0.05307599517490953,0.10344827586206896,0.005858542820622071,1112,55,5.5636363636363635,5.0,0.011,11.0,1.0,0,0,,,-6061.0,-1.2122,0.4998,0.4998,2499,0.65226,1.3,5000,5,1112,C:\Users\Vansh\OneDrive\Desktop\SIH\simulator\scenarios\heldout_mix.json,heldout,heldout,5000,50,1,49.980000000000004
weighted_priority,heldout_mix,0,0,0.6078431372549019,0.3054187192118227,0.0,62,0,40,2399,2499,0.05530776092774309,0.031496062992125984,0.060859188544152745,0.10344827586206896,0.006604175543246698,1121,62,5.451612903225806,4.0,0.0124,12.4,1.0,0,0,,,-6043.5,-1.2087,0.4998,0.4998,2499,3.4695199999999997,11.1,5000,5,1121,C:\Users\Vansh\OneDrive\Desktop\SIH\simulator\scenarios\heldout_mix.json,train,heldout,5000,50,1,49.980000000000004
weighted_priority,heldout_mix,1,0,0.6513761467889908,0.3302325581395349,0.0008361204013377926,71,2,38,2390,2499,0.06448683015440508,0.031496062992125984,0.07099143206854346,0.16666666666666666,0.007553191489361702,1101,71,5.52112676056338,3.0,0.0142,14.2,1.0,0,0,,,-6016.0,-1.2032,0.4998,0.4998,2499,3.5731599999999997,12.202000000000043,5000,5,1101,C:\Users\Vansh\OneDrive\Desktop\SIH\simulator\scenarios\heldout_mix.json,train,heldout,5000,50,1,49.980000000000004
weighted_priority,heldout_mix,2,0,0.5945945945945946,0.2972972972972973,0.0016736401673640166,66,4,45,2386,2499,0.05929919137466307,0.027559055118110236,0.06875753920386007,0.06666666666666667,0.007021276595744681,1113,66,4.5606060606060606,3.0,0.0132,13.2,1.0,0,0,,,-6023.5,-1.2047,0.4998,0.4998,2499,3.8642199999999995,14.302000000000044,5000,5,1113,C:\Users\Vansh\OneDrive\Desktop\SIH\simulator\scenarios\heldout_mix.json,train,heldout,5000,50,1,49.980000000000004
weighted_priority,heldout_mix,3,0,0.6288659793814433,0.31443298969072164,0.0,61,0,36,2404,2499,0.054367201426024955,0.02766798418972332,0.060714285714285714,0.10344827586206896,0.006501811980387977,1122,61,4.983606557377049,5.0,0.0122,12.2,1.0,0,0,,,-6046.0,-1.2092,0.4998,0.4998,2499,3.4890199999999996,10.601000000000022,5000,5,1122,C:\Users\Vansh\OneDrive\Desktop\SIH\simulator\scenarios\heldout_mix.json,train,heldout,5000,50,1,49.980000000000004
weighted_priority,heldout_mix,4,0,0.6666666666666666,0.33980582524271846,0.00041736227045075126,70,1,35,2395,2499,0.06172839506172839,0.03937007874015748,0.0681551116333725,0.06896551724137931,0.007456327226246272,1134,70,5.242857142857143,3.0,0.014,14.0,1.0,0,0,,,-6021.0,-1.2042,0.4998,0.4998,2499,3.349360000000001,10.301000000000023,5000,5,1134,C:\Users\Vansh\OneDrive\Desktop\SIH\simulator\scenarios\heldout_mix.json,train,heldout,5000,50,1,49.980000000000004
weighted_priority,heldout_mix,5,0,0.616822429906542,0.3127962085308057,0.0020885547201336674,66,5,41,2389,2499,0.058771148708815675,0.027559055118110236,0.06666666666666667,0.10344827586206896,0.007030251384746485,1123,66,6.2727272727272725,5.0,0.0132,13.2,0.8,0,0,,,-6031.0,-1.2062,0.4998,0.4998,2499,4.14476,21.004000000000087,5000,5,1123,C:\Users\Vansh\OneDrive\Desktop\SIH\simulator\scenarios\heldout_mix.json,train,heldout,5000,50,1,49.980000000000004
weighted_priority,heldout_mix,6,0,0.5730337078651685,0.2849162011173184,0.00041459369817578774,51,1,38,2411,2499,0.04533333333333334,0.023622047244094488,0.04994054696789536,0.1,0.005448135882918492,1125,51,5.333333333333333,5.0,0.0102,10.2,0.8,0,0,,,-6078.5,-1.2157,0.4998,0.4998,2499,4.289859999999999,21.70500000000011,5000,5,1125,C:\Users\Vansh\OneDrive\Desktop\SIH\simulator\scenarios\heldout_mix.json,train,heldout,5000,50,1,49.980000000000004
weighted_priority,heldout_mix,7,0,0.6542056074766355,0.3286384976525822,0.0004177109440267335,70,1,37,2393,2499,0.062388591800356503,0.027559055118110236,0.07151370679380215,0.10344827586206896,0.007456327226246272,1122,70,5.185714285714286,5.0,0.014,14.0,0.8,0,0,,,-6031.0,-1.2062,0.4998,0.4998,2499,3.91004,16.20600000000013,5000,5,1122,C:\Users\Vansh\OneDrive\Desktop\SIH\simulator\scenarios\heldout_mix.json,train,heldout,5000,50,1,49.980000000000004
weighted_priority,heldout_mix,8,0,0.6842105263157895,0.3439153439153439,0.0008312551953449709,65,2,30,2404,2499,0.057624113475177305,0.027559055118110236,0.06516587677725119,0.1,0.006937033084311633,1128,65,4.815384615384615,3.0,0.013,13.0,0.8,0,0,,,-6041.0,-1.2082,0.4998,0.4998,2499,4.27916,23.507000000000154,5000,5,1128,C:\Users\Vansh\OneDrive\Desktop\SIH\simulator\scenarios\heldout_mix.json,train,heldout,5000,50,1,49.980000000000004
weighted_priority,heldout_mix,9,0,0.5825242718446602,0.2898550724637681,0.0012510425354462051,60,3,43,2395,2499,0.05420054200542006,0.01968503937007874,0.06553398058252427,0.034482758620689655,0.006391137622496805,1107,60,5.85,5.0,0.012,12.0,0.8,0,0,,,-6051.0,-1.2102,0.4998,0.4998,2499,4.1216800000000005,16.801000000000023,5000,5,1107,C:\Users\Vansh\OneDrive\Desktop\SIH\simulator\scenarios\heldout_mix.json,train,heldout,5000,50,1,49.980000000000004
weighted_priority,heldout_mix,100,0,0.7227722772277227,0.3613861386138614,0.0008333333333333334,73,2,28,2398,2499,0.06420404573438875,0.027559055118110236,0.0738569753810082,0.1,0.007765957446808511,1137,73,4.465753424657534,3.0,0.0146,14.6,1.0,0,0,,,-6011.0,-1.2022,0.4998,0.4998,2499,5.439,23.807000000000155,5000,5,1137,C:\Users\Vansh\OneDrive\Desktop\SIH\simulator\scenarios\heldout_mix.json,heldout,heldout,5000,50,1,49.980000000000004
weighted_priority,heldout_mix,101,0,0.6138613861386139,0.30845771144278605,0.0,62,0,39,2400,2499,0.056210335448776065,0.027450980392156862,0.06356968215158924,0.1,0.0065950430805233485,1103,62,5.17741935483871,5.0,0.0124,12.4,1.0,0,0,,,-6043.5,-1.2087,0.4998,0.4998,2499,3.74608,16.709000000000195,5000,5,1103,C:\Users\Vansh\OneDrive\Desktop\SIH\simulator\scenarios\heldout_mix.json,heldout,heldout,5000,50,1,49.980000000000004
weighted_priority,heldout_mix,102,0,0.6559139784946236,0.3279569892473118,0.0016611295681063123,61,4,32,2404,2499,0.05431878895814782,0.027559055118110236,0.060786650774731825,0.1,0.00648936170212766,1123,61,5.950819672131147,5.0,0.0122,12.2,1.0,0,0,,,-6036.0,-1.2072,0.4998,0.4998,2499,3.9866,15.801000000000023,5000,5,1123,C:\Users\Vansh\OneDrive\Desktop\SIH\simulator\scenarios\heldout_mix.json,heldout,heldout,5000,50,1,49.980000000000004
weighted_priority,heldout_mix,103,0,0.696078431372549,0.3463414634146341,0.00041684035014589413,71,1,31,2398,2499,0.06425339366515836,0.027559055118110236,0.07429963459196103,0.1,0.0075556028519740345,1105,71,6.126760563380282,5.0,0.0142,14.2,0.8,0,0,,,-6028.5,-1.2057,0.4998,0.4998,2499,3.86796,14.201000000000022,5000,5,1105,C:\Users\Vansh\OneDrive\Desktop\SIH\simulator\scenarios\heldout_mix.json,heldout,heldout,5000,50,1,49.980000000000004
weighted_priority,heldout_mix,104,0,0.6851851851851852,0.34418604651162793,0.0012536564981195152,74,3,34,2390,2499,0.0674567000911577,0.031496062992125984,0.0773955773955774,0.10344827586206896,0.007882403067746058,1097,74,5.878378378378378,5.0,0.0148,14.8,0.8,0,0,,,-6016.0,-1.2032,0.4998,0.4998,2499,3.7514,15.604000000000086,5000,5,1097,C:\Users\Vansh\OneDrive\Desktop\SIH\simulator\scenarios\heldout_mix.json,heldout,heldout,5000,50,1,49.980000000000004
weighted_priority,heldout_mix,105,0,0.6274509803921569,0.31527093596059114,0.0012505210504376823,64,3,38,2396,2499,0.05714285714285714,0.03137254901960784,0.06347305389221557,0.1,0.006829580621064988,1120,64,5.78125,5.0,0.0128,12.8,1.0,0,0,,,-6031.0,-1.2062,0.4998,0.4998,2499,6.826620000000001,16.203000000000063,5000,5,1120,C:\Users\Vansh\OneDrive\Desktop\SIH\simulator\scenarios\heldout_mix.json,heldout,heldout,5000,50,1,49.980000000000004
weighted_priority,heldout_mix,106,0,0.6808510638297872,0.3404255319148936,0.0008309098462816784,64,2,30,2405,2499,0.058287795992714025,0.023622047244094488,0.06756756756756757,0.1,0.006830309498399146,1098,64,5.859375,5.0,0.0128,12.8,0.8,0,0,,,-6043.5,-1.2087,0.4998,0.4998,2499,3.38498,11.001000000000023,5000,5,1098,C:\Users\Vansh\OneDrive\Desktop\SIH\simulator\scenarios\heldout_mix.json,heldout,heldout,5000,50,1,49.980000000000004
weighted_priority,heldout_mix,107,0,0.6631578947368421,0.3298429319371728,0.0,63,0,32,2406,2499,0.05675675675675676,0.023529411764705882,0.06537530266343826,0.10344827586206896,0.006707836456558773,1110,63,5.603174603174603,3.0,0.0126,12.6,0.8,0,0,,,-6051.0,-1.2102,0.4998,0.4998,2499,4.08896,13.201000000000022,5000,5,1110,C:\Users\Vansh\OneDrive\Desktop\SIH\simulator\scenarios\heldout_mix.json,heldout,heldout,5000,50,1,49.980000000000004
weighted_priority,heldout_mix,108,0,0.7395833333333334,0.3697916666666667,0.0029106029106029108,71,7,25,2398,2499,0.06350626118067978,0.027450980392156862,0.07322929171668667,0.1,0.007558820398168849,1118,71,5.28169014084507,3.0,0.0142,14.2,0.8,0,0,,,-6013.5,-1.2027,0.4998,0.4998,2499,3.615440000000001,13.50500000000011,5000,5,1118,C:\Users\Vansh\OneDrive\Desktop\SIH\simulator\scenarios\heldout_mix.json,heldout,heldout,5000,50,1,49.980000000000004
weighted_priority,heldout_mix,109,0,0.5670103092783505,0.28350515463917525,0.0,55,0,42,2404,2499,0.04946043165467626,0.031496062992125984,0.05307599517490953,0.10344827586206896,0.005858542820622071,1112,55,5.5636363636363635,5.0,0.011,11.0,1.0,0,0,,,-6061.0,-1.2122,0.4998,0.4998,2499,3.5523600000000006,12.308000000000176,5000,5,1112,C:\Users\Vansh\OneDrive\Desktop\SIH\simulator\scenarios\heldout_mix.json,heldout,heldout,5000,50,1,49.980000000000004
